<A> has how many relatives?,SELECT DISTINCT COUNT(?uri) where { <A> dbp:relatives ?uri }
<A> has won how many awards?,SELECT DISTINCT COUNT(?uri) where { <A> dbo:award ?uri }
<A> is from which city?,SELECT DISTINCT ?uri where { <A> dbo:hometown ?uri }
Count the affiliations of <A>?,SELECT DISTINCT COUNT(?uri) where { <A> dbp:affiliation ?uri }
Count the different causes of death of <A>.,SELECT DISTINCT COUNT(?uri) where { ?x dbo:religion <A> . ?x dbo:deathCause ?uri }
Did <A> did his highschool in <B>?,ASK where { <A> dbp:highSchool <B> }
Did <A> study at the <B> university?,ASK where { <A> dbp:university <B> }
Did <A> study at the <B>?,ASK where { <A> dbo:institution <B> }
Did <A> study at the <B>?,ASK where { <A> dbo:university <B> }
Did <A> study in <B>?,ASK where { <A> dbp:highSchool <B> }
Did <A> study in the <B>?,ASK where { <A> dbo:institution <B> }
Did <B> do his highschool in <A>?,ASK where { <B> dbp:highSchool <A> }
Did <B> go to <A> studying?,ASK where { <B> dbo:university <A> }
Did <B> study at the <A>,ASK where { <B> dbo:institution <A> }
Does <B> have a license of <A>?,ASK where { <B> dbp:license <A> }
Does <B> have the <A>?,ASK where { <B> dbp:license <A> }
Does <B> study <A>?,ASK where { <B> dbo:field <A> }
Does <B> study <A>?,ASK where { <B> dbp:mainInterests <A> }
For how many things are <A> famous for?,SELECT DISTINCT COUNT(?uri) where { ?x dbp:placeOfBirth <A> . ?x dbo:knownFor ?uri }
For what is <A> known ?,SELECT DISTINCT ?uri where { <A> dbp:knownFor ?uri }
From where did the son of <A> graduate?,SELECT DISTINCT ?uri where { <A> dbo:child ?x . ?x dbp:almaMater ?uri }
How did <A> died ?,SELECT DISTINCT ?uri where { <A> dbo:deathCause ?uri }
How did the child of <A> die?,SELECT DISTINCT ?uri where { <A> dbo:child ?x . ?x dbo:deathCause ?uri }
How many people are there whose children died in <A>?,SELECT DISTINCT COUNT(?uri) where { ?x dbo:deathPlace <A> . ?uri dbo:child ?x . ?uri a dbo:Person }
In how many places did <A> study?,SELECT DISTINCT COUNT(?uri) where { <A> dbp:almaMater ?uri . ?uri a dbo:University }
In which country did <B> and <A> die?,SELECT DISTINCT ?uri where { <B> dbp:placeOfDeath ?uri . <A> dbp:placeOfDeath ?uri }
In which state does the university which is the alma mater of <A> lie?,SELECT DISTINCT ?uri where { <A> dbp:almaMater ?x . ?x dbp:state ?uri . ?x a dbo:University }
In which university did <B> studycomma where <A> went too?,SELECT DISTINCT ?uri where { <B> dbo:almaMater ?uri . <A> dbo:almaMater ?uri }
Is <A> buried in the <B>?,ASK where { <A> dbp:placeofburial <B> }
Is <B> buried in <A>?,ASK where { <B> dbp:placeofburial <A> }
List all the children of <A>?,SELECT DISTINCT ?uri where { <A> dbp:children ?uri }
List down all notable works of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:notableWork ?uri }
List the affiliation of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:affiliation ?uri }
List the affiliations of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:affiliations ?uri }
List the alma mater of the person who is wedded to <A>.,SELECT DISTINCT ?uri where { ?x dbo:spouse <A> . ?x dbp:almaMater ?uri }
List the awards given to the relatives of <A>.,SELECT DISTINCT ?uri where { <A> dbo:relative ?x . ?x dbo:award ?uri }
List the awards received of the person whose child is <A>?,SELECT DISTINCT ?uri where { ?x dbp:children <A> . ?x dbo:award ?uri . ?x a dbo:Person }
List the awards won by the wife of <A>.,SELECT DISTINCT ?uri where { <A> dbp:spouse ?x . ?x dbp:awards ?uri }
List the children of the parent of <A>.,SELECT DISTINCT ?uri where { <A> dbo:parent ?x . ?x dbp:children ?uri }
List the honorary title given to the spouse of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:spouse ?x . ?x dbo:award ?uri }
List the places where the relatives of <A> died ?,SELECT DISTINCT ?uri where { <A> dbp:relatives ?x . ?x dbo:deathPlace ?uri }
List the relative of <A> ?,SELECT DISTINCT ?uri where { <A> dbo:relative ?uri }
List the relatives of <A> ?,SELECT DISTINCT ?uri where { ?uri dbp:relatives <A> }
List the relatives of <A> ?,SELECT DISTINCT ?uri where { <A> dbp:relatives ?uri }
